Review,Sentiments,Aspects,Aspects With Value,Extra Tag
the phone book is very userfriendly and the speakerphone is excellent ,positive,"book, speakerphone","book[+2], speakerphone[+2]",
even better  with the optional headset you can listen to music over the integrated radio ,positive,radio,radio[+2],
although i find it more convenient to use 1touch dialing  this phone does not have voice dialing ,negative,dialing,dialing[-2],
the keypad is a decent size  but the power onoff key is small and difficult to press ,negative,key,key[-2],
however  the battery life is good enough you should nt be overly concerned with turning this phone off ,positive,life,life[+1],
in my opinion the worst issue on this phone is the sidemounted volume control ,negative,control,control[-3],
one other issue is that the headphone jack is unique to nokia  so standard headphones will not work ,negative,jack,jack[-1],
overall this is the best phone i have ever owned ,positive,phone,phone[+2],
nokia does not disappoint in this model ,positive,phone,phone[+2],[u]
one complaint  the screen is too easily scratched ,negative,screen,screen[-2],
it has great battery life  fm radio  excellent signal  hands free speakerphone  which i have to say is probably my favorite function  and downloadable java apps ,positive,"life, radio, signal, speakerphone, application","life[+2], radio[+2], signal[+2], speakerphone[+2], application[+1]",
great phone  ,positive,phone,phone[+3],
great features  ,positive,feature,feature[+3],
i did a ton of research and settled on this phone because of the small size  speakerphone option  great priced calling plan and access to my corporate email ,positive,"size, speakerphone, plan","size[+1], speakerphone[+1], plan[+1]",
i have had no problems with the phone ,positive,phone,phone[+2],
great phone  i d buy another ,positive,phone,phone[+2],
excellent phone  the phone looks much better than what u see in the pictures ,positive,"phone, look","phone[+3], look[+2]",
one more thing  the default ringtones that come with the phone are horrible ,negative,ringtone,ringtone[-3],
overall an excellent phone ,positive,phone,phone[+2],
the service from tmobile is very good too ,positive,mobile,mobile[+2],
great phone  easy to use  excellent network  no regrets   ,positive,"phone, use, network","phone[+2], use[+1], network[+2]",
i purchased this phone for just 50  and there is no end to what i can do with it ,positive,phone,phone[+2],
nokia and tmobile really teamed up well on this baby ,positive,phone,phone[+2],
service is great as far as i can tell  features work like a charm  ringtones are high quality if you buy them from tmobile and aim is great ,positive,"service, ringtone","service[+1], ringtone[+2]",
this is probably your best bet if you are looking for a phone in this price range  or like me  do not have the patience to deal with annoying flip phones ,positive,phone,phone[+3],
1 month  no problems  great phone i m very pleased with my 6610 phone ,positive,phone,phone[+2],
yes  the features are numerous ,positive,feature,feature[+2],
the speakerphone works better than any speakerphone i ve ever had ,positive,speakerphone,speakerphone[+2],
the sound quality is excellent  except  maybe a  tad  too quiet at times when there are quieter talkers on the other end of the line ,positive,quality,quality[+2],
the included earpiece is very comfortable and easy to use ,positive,earpiece,earpiece[+3],
i have not had any distortion problems with this phone and am more pleased with this phone than any i ve used before ,positive,phone,phone[+2],
first let me say that it is much smaller than it looks on the web and it also looks better ,positive,size,size[+2],[u]
the radio feature has superb sound quality ,positive,radio,radio[+3],
it has a classic design yet looks hip ,positive,design,design[+2],
it is extremely light and dissapears in your pocket ,positive,weight,weight[+2],[u]
the battery is alot better than most of the phones out there ,positive,battery,battery[+2],
this phone is great as a whole and is not like others with one or two good qualities ,positive,phone,phone[+2],
the only problem that i have found with the internet service is that it does not access mls  real estate broker software  very well at all ,negative,internet,internet[-1],
it does well in all aspects of internet browsing ,positive,browsing,browsing[+1],
i find the lack of entertaining games on this phone quite disturbing ,negative,game,game[-2],
battery life is good for a phone of this size ,positive,life,life[+2],
but anyway  the only thing you should really look at here is the fact that the phone does have voice dialing ,positive,dialing,dialing[+1],
great screen and great sound ,positive,"screen, sound","screen[+2], sound[+2]",
the 6610 excels as a cell phone  thank god ,positive,phone,phone[+2],
the voice quality is very good  and it gets great reception  that is  in places where you get tmobile coverage  which is not that good  see below  ,positive,"quality, reception","quality[+3], reception[+2]",
the color screen makes this freeafterrebates phone shine bright  and commands are very responsive ,positive,"screen, command","screen[+2], command[+2]",
my only gripe about the hardware is the buttons ,negative,button,button[-2],
this model does have the traditional key arrangement  it s just that they are really close to one another  and have unconventional shapes  so it takes a big getting used to for someone like me with big hands ,negative,key,key[-2],
other than that  this is a perfect phone for those of us with no patience for flips ,positive,phone,phone[+2],
finally  i reiterate my thumbsdown rating for tmobile as a carrier ,negative,mobile,mobile[-2],
their network coverage is very sporadic  and the network always seems overloaded  resulting in very unpleasant calling experience ,negative,mobile,mobile[-2],
the nokia 6610 is a relatively new phone  and what a great phone it is ,positive,phone,phone[+2],
after using it  i found the size to be perfect for carrying in a pocket ,positive,size,size[+2],
it is just a tad small to hold to your ear with your shoulder  but that is solved with the very comfortable handsfree earpiece which is included ,positive,earpiece,earpiece[+2],
unfortunately  the 6610 does not offer voice dialing like my previous phone  but the other features it packs outweighs this shortcoming ,negative,dialing,dialing[-2],
when i turned the phone on  the first thing that hit me is how good the screen is ,positive,screen,screen[+2],
